0.00042365,-0.017329,-0.0012005,-0.00026634,-0.00048466,-0.00062439,-3.8424,-2.1885,-4.9152,-0.014678,-0.81687,-0.098085,0.0053897,-0.2233,2.7027,0.0062065,-0.03222,0.0029005,0.0037521,0.0049736,0.0043316,-5.0447,-3.5641,-5.5758,-0.01625,-1.7582,-0.68604,-0.0043415,-0.66806,-2.146,0.012179,-0.049117,0.0019398,0.0062006,0.010655,0.0092975,-6.1313,-4.6862,-6.6669,-0.13701,-3.0644,-1.7757,0.019913,-0.96883,6.8244
-0.019596,-0.019617,-0.019594,-0.01959,-0.019597,-0.019595,0.23043,0.36624,3.8011,-0.01228,3.242,-1.6399,-0.017672,0.83841,-2.7027,-0.021346,-0.021416,-0.021352,-0.021344,-0.021347,-0.021348,-0.10173,0.4571,2.9961,-0.003333,3.4151,1.7942,-0.026481,0.20123,1.3496,-0.022566,-0.022493,-0.022562,-0.022559,-0.022563,-0.022561,0.093235,0.77478,2.9986,0.0099828,4.2233,2.5868,-0.0082573,0.29499,-5.1642
-0.17004,-0.17004,-0.16963,-0.15382,-0.15883,0.0097561,0.064293,-0.26316,2.4324,-0.10843,2.2429,4.8523,-0.00069065,-0.94493,0,-0.16747,-0.16977,-0.15526,-0.15495,-0.15724,0.0086952,0.2168,-0.36496,2.3314,-0.12023,2.5503,1.8679,0.037983,-0.13035,-0.23921,-0.16612,-0.068147,0.12758,-0.15911,-0.1605,0.0032911,-0.29009,-0.85708,2.4833,-0.11895,2.2923,0.59888,-0.055576,-0.092481,2.2763
2.5588,5.2327,5.3085,1.5386,2.5434,-0.0025882,7.0442,5.1531,2.5559,2.3311,0.54352,3.1788,-0.093597,8.936,4.2789,2.0156,4.5146,5.0524,1.1327,2.0027,-0.024213,6.7552,5.5096,2.4442,3.8263,0.31833,4.6155,0.43118,1.8032,2.0741,1.4154,3.4666,4.21,1.0908,1.395,-0.029257,6.8273,5.5995,2.274,-0.06396,0.4269,5.4746,0.51861,1.3771,-3.9398
1.0436,0.48068,-0.89004,-1.0956,0.11666,-0.03783,-0.17455,-1.4889,0.29175,0.55812,-0.052597,0.57326,0.40538,0.4205,-0.43412,1.0486,0.85565,0.12307,-0.37401,0.56143,0.028036,0.20271,-0.037225,0.48251,0.59629,0.56401,0.89476,0.85745,-0.98047,1.1459,2.2561,2.2346,2.0137,1.0804,1.807,0.68807,1.4771,2.0948,0.70713,6.6054,1.034,2.0295,1.8662,-0.87641,7.2931
0.71587,1.1125,-0.36042,0.37942,-0.032259,-0.13936,1.0078,2.0888,0.26404,-2.9527,-0.06376,-0.16314,-0.48297,-6.97,1.5802,1.1612,0.88803,1.7281,3.6979,1.0185,3.1486,1.4926,2.886,0.27696,3.3115,0.15828,1.3548,3.9115,2.2684,4.6156,0.85474,0.67771,0.79909,2.8307,0.74087,3.0806,1.0544,1.4158,0.51073,1.4675,-0.096682,0.49812,3.2919,1.221,-0.6324
0.72551,2.1068,3.4367,5.1218,3.7969,3.7062,2.5529,3.8482,-0.3725,7.9925,1.3814,4.3597,1.7896,-1.8524,4.1864,0.94183,2.4182,0.60958,1.3479,2.5241,1.5467,1.552,1.0681,-0.15808,0.4262,0.51885,0.69462,-4.6299,-2.6476,-0.18671,0.62561,1.9236,0.11356,0.76597,1.7053,1.2888,0.84365,0.46396,-0.41524,0.42533,0.029064,0.20063,-2.8614,-1.0647,2.9314
0.69129,0.013083,3.2776,2.4186,0.60379,-1.3701,1.0592,1.0255,1.3545,-2.0026,0.95855,-1.3081,-1.7897,7.6041,0.37951,0.50371,-0.025862,2.7902,2.381,0.48944,-1.0224,1.0861,1.2924,0.73763,-0.31004,1.0684,-0.061551,0.9855,1.6184,0.74693,0.44528,-0.10715,2.0771,2.2941,0.47681,-0.50845,1.0175,1.3879,0.063932,0.33949,0.86134,0.82595,-1.2614,1.2164,0.69203
-0.068547,-0.21565,-2.3309,-2.6333,-1.3197,-2.3356,-3.3144,-4.5969,-2.012,-5.8903,-3.807,-6.8024,0.23891,-6.8835,-1.3347,-0.16361,0.049575,-1.1239,-1.7287,-0.54868,-2.7795,-1.853,-3.3675,-0.65778,-3.4286,-2.5647,-3.873,-1.4752,-0.25061,-2.1443,-0.012541,0.44088,0.65956,-0.22321,0.48655,-2.2908,-0.026034,-0.84022,0.95407,-2.0723,-0.11792,-1.7338,-1.6403,0.26624,0.03515
0.25819,0.051531,0.54429,1.2393,0.30567,2.7702,1.2609,2.6519,0.32601,6.0453,1.4101,5.8449,1.3509,7.5346,0.68574,0.26793,0.017831,-0.10205,0.52337,-0.072025,1.8715,0.16778,1.3601,-0.24887,2.0046,0.50726,2.1857,1.96,0.6498,1.4621,0.02018,-0.14931,-0.77999,-0.51849,-0.54415,1.6294,-0.79162,-0.5147,-0.79195,1.0569,-0.85688,0.59935,4.4475,0.48626,0.21692
